"","id","name","p_val","log_fold_change","sig_rank"
"6094","AT4G27410","ANAC072",0.00215161262652314,8.00498372538647,8.86036592428585
"6093","AT2G42210","ATOEP16-3",0.00215023782879434,15.2431557267807,8.86128804557003
"6090","AT2G47110","RPS27aB",0.00214291194529129,63.6326371925997,8.86621171542298
"6087","AT1G20330","CVP1",0.00213813920118166,51.1867692583697,8.86942850348531
"6088","AT2G36980","PCMP-E73",0.00213813920118166,0.973110209177945,8.86942850348531
"6089","AT3G56220",NA,0.00213813920118166,4.03304162909126,8.86942850348531
"6086","AT2G20875","atEPF1",0.00213806244687421,0.956491812042563,8.86948029386745
"6084","AT5G40080",NA,0.00213013254464366,1.3349114571865,8.87484108165195
"6081","AT3G54960","ATPDI1",0.00212756756214878,16.589166706275,8.87657933840098
"6079","AT5G58570",NA,0.00212409898952742,2.1586953319099,8.87893328293974
"6078","AT1G68600","ALMT5",0.00212174365002681,2.04319396762203,8.8805339249108
"6077","AT5G26780","SHM2",0.0021189471892933,13.8780664950056,8.88243665291902
"6076","AT2G02480","STI",0.00211703231152124,8.68343400449693,8.88374099580042
"6074","AT2G13440",NA,0.00211064494558,16.775396793009,8.88810037690686
"6071","AT3G04810","ATNEK2",0.00210885227911259,11.6399745411052,8.88932624389544
"6072","AT4G31050","LIP2",0.00210885227911259,2.53519747329975,8.88932624389544
"6073","AT5G17165",NA,0.00210885227911259,1.30109894591256,8.88932624389544
"6066","AT1G70100",NA,0.00210259396374817,9.33714215274356,8.89361400950657
"6065","AT2G33590","AtCRL1",0.00210223666255599,6.90877728679357,8.89385919258533
"6061","AT5G35620","EIF(ISO)4E",0.00209773913304191,15.1990938789583,8.89694900372814
"6059","AT5G20840","SAC4",0.00209750082933798,12.7802212047587,8.89711290356478
"6060","AT5G35220","AMOS1",0.00209750082933798,19.2365387493327,8.89711290356478
"6056","AT1G14080","ATFUT6",0.00209205103147682,2.70526579676735,8.90086624093546
"6055","AT1G08490","ATCPNIFS",0.00209039601858803,16.0547544808566,8.90200800267604
"6054","AT3G04485",NA,0.00208531674552812,1.19787002697712,8.905517748716
"6053","AT5G17990","pat1",0.00208381484899505,13.9528063843732,8.90655718761343
"6050","AT2G20750","ATEXPB1",0.00207868965723284,11.5203239552676,8.9101099008727
"6048","AT2G20240","TRM17",0.00207773140930109,5.84109027670203,8.91077511719291
"6045","AT5G62410","ATCAP-E1",0.00207353808207591,10.356708993785,8.91368974100271
"6039","AT1G20823","AtATL80",0.00207236001172647,2.08336484382194,8.91450963394665
"6041","AT3G62530",NA,0.00207236001172647,45.759703632559,8.91450963394665
"6037","AT1G18550",NA,0.00207007911154846,4.77388434748456,8.91609838087096
"6029","AT3G11940","AML1",0.00205833727319086,45.383507283095,8.9243048872248
"6028","AT4G37680","HHP4",0.0020583137063585,3.22219291953722,8.92432140538598
"6027","AT5G59720","HSP18.2",0.00205549865106678,0.741414233189819,8.92629585953713
"6026","AT3G18900",NA,0.00205533408119487,1.5821900466073,8.92641137099365
"6025","AT5G40840","AtRAD21.1",0.00204985663776951,2.6712605775602,8.93026127015641
"6023","AT5G34940","AtGUS3",0.00204446887624708,8.62087299424573,8.93405818434404
"6022","AT5G43080","CYCA3;1",0.00204156884208491,1.28824148546732,8.93610606833098
"6020","AT5G03110",NA,0.00203794965010522,1.96619213121304,8.93866587616171
"6018","AT1G68190","BBX27",0.00203695247331901,25.0766811489288,8.93937196528458
"6016","AT1G23340",NA,0.00203302376218003,3.27340973089537,8.94215720702054
"6012","AT4G21870","HSP15.4",0.00203003784338081,11.5129655243066,8.94427766269551
